id;commit_hash;file;heuristic;refactoring_type;is_floss;project
103;f10f48c87d828881dda9912f050bccf8bb36776c;core/src/test/resources/com/google/errorprone/bugpatterns/ArrayToStringPositiveCases.java;unhandled refactoring conflict;rename class;not_floss;error-prone
104;f10f48c87d828881dda9912f050bccf8bb36776c;core/src/test/resources/com/google/errorprone/bugpatterns/ArrayToStringNegativeCases.java;unhandled refactoring conflict;rename class;not_floss;error-prone
105;f10f48c87d828881dda9912f050bccf8bb36776c;core/src/main/java/com/google/errorprone/bugpatterns/ArrayToString.java;unhandled refactoring conflict;rename class;not_floss;error-prone
106;f10f48c87d828881dda9912f050bccf8bb36776c;core/src/main/java/com/google/errorprone/ErrorProneScanner.java;ordering conflict;none;not_floss;error-prone
107;d51253011690def06db835d5ad605ca134c94d84;core/src/test/resources/com/google/errorprone/bugpatterns/ArrayToStringPositiveCases.java;unhandled refactoring conflict;rename class;not_floss;error-prone
108;d51253011690def06db835d5ad605ca134c94d84;core/src/test/resources/com/google/errorprone/bugpatterns/ArrayToStringNegativeCases.java;unhandled refactoring conflict;rename class;not_floss;error-prone
109;d51253011690def06db835d5ad605ca134c94d84;core/src/main/java/com/google/errorprone/ErrorProneScanner.java;ordering conflict;none;not_floss;error-prone
110;d017a5411de869929dd03efc6c952aa708a9bd2a;core/src/main/java/com/google/errorprone/matchers/IsSubtypeOf.java;unhandled refactoring conflict;more than one type;floss;error-prone
111;d017a5411de869929dd03efc6c952aa708a9bd2a;core/src/main/java/com/google/errorprone/matchers/Matchers.java;unhandled refactoring conflict;more than one type;floss;error-prone
112;f25c38b51e0f35ea1637832e1ea6680c343203e2;core/src/main/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEquals.java;unhandled refactoring conflict;change method declaration;floss;error-prone
113;66a86d1652c383ea3921d03f49f444f1d1000765;core/src/main/java/com/google/errorprone/bugpatterns/collectionIncompatibleType/CollectionIncompatibleType.java;ordering conflict;none;not_floss;error-prone
114;66a86d1652c383ea3921d03f49f444f1d1000765;core/src/main/java/com/google/errorprone/bugpatterns/collectionIncompatibleType/CollectionIncompatibleType.java;formatting conflict;none;not_floss;error-prone
115;66a86d1652c383ea3921d03f49f444f1d1000765;core/src/main/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEquals.java;ordering conflict;none;not_floss;error-prone
116;66a86d1652c383ea3921d03f49f444f1d1000765;core/src/main/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEquals.java;true positive;change method declaration;floss;error-prone
117;66a86d1652c383ea3921d03f49f444f1d1000765;core/src/main/java/com/google/errorprone/bugpatterns/empty_if_statement/EmptyIfStatement.java;true positive;change method declaration;floss;error-prone
118;66a86d1652c383ea3921d03f49f444f1d1000765;core/src/main/java/com/google/errorprone/bugpatterns/empty_if_statement/EmptyIfStatement.java;ordering conflict;none;not_floss;error-prone
119;26df9d1461e4d7cdab79457f402bcd8cff75486c; core/src/main/java/com/google/errorprone/ErrorProneScanner.java;ordering conflict;none;not_floss;error-prone
120;26df9d1461e4d7cdab79457f402bcd8cff75486c;core/src/main/java/com/google/errorprone/refactors/emptyifstatement/EmptyIfStatement.java;ordering conflict;none;not_floss;error-prone
121;26df9d1461e4d7cdab79457f402bcd8cff75486c;core/src/main/java/com/google/errorprone/refactors/fallthroughsuppression/FallThroughSuppression.java;ordering conflict;none;not_floss;error-prone
122;26df9d1461e4d7cdab79457f402bcd8cff75486c;core/src/main/java/com/google/errorprone/refactors/preconditionschecknotnullprimitive1starg/PreconditionsCheckNotNullPrimitive1stArg.java;ordering conflict;none;not_floss;error-prone
123;e55275fc6df6b1b6b6e56a3c905da8dbea05d4df;core/src/main/java/com/google/errorprone/Scanner.java;unhandled refactoring conflict;change method declaration;floss;error-prone
124;ab7c961572adab958edf4c5cf1f5371b72117300;src/main/java/org/junit/internal/ArrayComparisonFailure.java;formatting conflict;none;not_floss;junit4
125;ab7c961572adab958edf4c5cf1f5371b72117300;src/main/java/junit/runner/Version.java;true positive;none;not_floss;junit4
126;3af61501750a27c8351463e7bb83ab3a9b5e4495;src/main/java/org/junit/runner/Description.java;formatting conflict;none;not_floss;junit4
127;3af61501750a27c8351463e7bb83ab3a9b5e4495;src/main/java/org/junit/runner/Description.java;true positive;change method declaration;not_floss;junit4
128;3af61501750a27c8351463e7bb83ab3a9b5e4495;src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java;unhandled refactoring conflict;rename field;not_floss;junit4
129;3af61501750a27c8351463e7bb83ab3a9b5e4495;src/main/java/org/junit/runners/ParentRunner.java;true positive;rename field;floss;junit4
130;baf1ea01ec9c1ca2ba3091c493f0aedeab725560;src/test/java/org/junit/tests/AllTests.java;formatting conflict;none;not_floss;junit4
